zho,eng,zho_reverse,zho_eng_jaccard,eng_zho_jaccard,zh_nsubjs,en_nsubjs,rev_nsubjs
"
",The first is,第一个是,0.25,0.4,0,1,0
"  火星乌托邦平原地图、“祝融号”着陆点和四条可能的古海岸线
","The map of the Martian Utopia Plains, the Melting Pot landing sites and four possible ancient coastlines.","火星乌托邦平原地图,融地带的登陆地图和可能的4个古代海岸线.",0.16666666666666666,0.625,0,0,1
"（中国科学院空天信息创新研究院供图）
",The Chinese Academy of Sciences (CIS) is a non-profit organization that provides information and communication technology to the Chinese government.,"中国科学院 (CIS) 是一个非营利组织,为中国政府提供信息和通信技术.",0.4444444444444444,0.6666666666666666,0,2,1
"  此外，规划将统筹农业、生态、城镇空间，完善城镇体系和村庄布局，完善城市功能结构和空间布局，协调产业布局、综合交通、设施配置和土地使用，统筹水利、能源、环境、通信、国防等基础设施以及城乡公共服务设施布局等
","In addition, the plan will include the consolidation of agricultural, ecological, town space, improvement of town and village layout, improvement of urban functional and spatial layout, coordination of industrial layout, integrated transportation, facility allocation and land use, consolidation of water, energy, environment, communications, defense, and infrastructure, as well as urban and rural public service facilities.","此外,该计划将包括农业,生态,城市空间的整合,改善城市和村庄布局,改善城市功能和空间布局,协调工业布局,集成交通,设施分配和土地使用,水,能源,环境,通信,国防和基础设施的整合,以及城市和农村公共服务设施.",0.04,0.28,1,1,1
"加强规划与土地政策融合，统筹增量和存量空间，大力盘活存量空间，科学有序推进低效用地再开发和土地综合整治，加强地上地下空间一体化规划和利用，推动土地利用提质增效，为城市转型发展和有机更新提供新动能
","Strengthen planning and land policy integration, consolidate growth and storage space, intensify the use of live storage space, advance scientifically the efficient development of inefficient land and land integrated rehabilitation, strengthen the integration of land and underground space planning and utilization, promote the increased efficiency of land use, and provide renewable energy for urban transformation and organic renewal.","加强规划和土地政策整合,巩固增长和存储空间,加大活存储空间的使用,科学上推动高效地产和土地综合复兴的发展,加强土地和地下空间规划和利用的整合,促进土地利用的提高效率,为城市转型和有机更新提供可再生能源.",0.5384615384615384,0.5,1,0,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  一个多月前，北京发布通知，开展提取住房公积金直付房租业务试点工作
","More than a month ago, Beijing issued a notice to launch a pilot project to extract housing stock and pay for the rental business.","超过一个月前,北京发布了通知, 发起了一项试点项目,",0.1,0.6,1,1,1
"“提取住房公积金直付房租”，顾名思义，就是公积金中心根据缴存人的授权和申请，按月将缴存人可提取的住房公积金从其公积金账户直接划转至试点住房出租机构账户，用于支付房租的提取方式
","The term ""Housing Billing"" refers to the fact that the Billing Centre, based on the depositors' authorization and application, will allocate the amount of the Billing Bill directly from the depositors' Billing Bill accounts to the pilot housing lease agency's account for the monthly payment of the Billing Bill.","""住房费""一词指,根据存款人授权和申请,账户中心将直接从存款人账户中拨款账单的费用,将账单的费用分配到试点住房租机构的账户,以支付账单的月付.",0.5,0.5882352941176471,2,3,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  习近平总书记指出，新形势下深化农村改革，主线仍然是处理好农民和土地的关系
","Xi Jinping noted that the new situation is deepening rural reforms, and the main line remains to deal with the relationship between farmers and land.","习近平指出,新局势正在加深农村改革,主要的方向仍是处理农民与土地之间的关系.",0.06666666666666667,0.7333333333333333,2,3,3
"最大的政策就是必须坚持和完善农村基本经营制度，决不能动摇
",The biggest policy is to maintain and improve the basic operating system in rural areas and not to shake it.,"最重要的是维护和改善农村基本运营系统,而不是动摇它.",0.6666666666666666,0.6666666666666666,1,1,1
"建立土地承包经营权登记制度，是实现土地承包关系稳定的保证，要把这项工作抓紧抓实，真正让农民吃上“定心丸”
",The establishment of a system of land lease registration is a guarantee of the stability of the land lease relationship and to get this work done and really get the farmers to eat the heart of the pills.,"建立土地租登记制度是土地租关系稳定性的保证,",0.5333333333333333,0.3125,1,3,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  众多网友不吝送出赞誉，称相关企业的做法“相当及时”，给外卖小哥送上了“真金白银的关爱”，体现出社会对新职业群体的尊重和认同
","Many netizens were reluctant to send praise, saying that the practices of the relevant companies were quite timely, sending the love and affection of the salesman to the younger brother of the real gold and silver, demonstrating the respect and recognition of the society for the new professional group.","许多网友不愿意向公司发出赞扬, 称相关公司的做法是非常合适的,",0.07692307692307693,0.6923076923076923,2,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  一是强化政治引领的根本导向
",The first is the fundamental direction for strengthening political leadership.,第一个是加强政治领导的基本方向.,0.125,0.5,0,1,0
"充实完善内务建设的指导原则，对军队新时代使命任务的具体内涵作出完整表述，将“贯彻新时代军事战略方针”“坚持政治建军、改革强军、科技强军、人才强军、依法治军”等写入条令
","The guiding principles for improving the internal structure of the military, giving a complete statement of the specific meaning of the mission of the new era of the military, will implement the new era of military strategic policies and adhere to the political build-up of the military, reform of the military, the strength of the scientific and technological forces, the strength of the talent forces, the rule of law of the military, etc.","改善军队内部结构的指导原则,充分说明新时代军事使命的具体意义,将实施新时代军事战略政策,并遵守军事政治建设,军事改革,科学技术力量的强大,才华力量的强大,军事法治等.",0.42105263157894735,0.29411764705882354,1,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"对于优秀作品，主办、支持单位有权在与“来自乡村的礼物”图片作品征集活动相关用途中，以复制、发行、展览、放映、信息网络传播、汇编等方式进行使用，并有权对优秀作品的展示数量予以删减，对文字说明予以补充、修改
","For the best works, the organisers and supporting units have the right to use them in the activities related to the collection of gifts from the countryside for the purposes of copying, distribution, exhibition, display, information networking, compilation, etc. and have the right to remove the number of exhibitions of the best works, to supplement or modify the text description.","对于最佳作品,组织者和支持单位有权在收集农村礼物的活动中使用它们,以复制,分发,展览,展示,信息网络,编译等目的,并有权删除最佳作品的展览数量,补充或修改文本描述.",0.2727272727272727,0.4444444444444444,2,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"此外，东风汽车还注重车路云一体化的研发和应用
","In addition, East Wind Automotive is focusing on the research and development and application of road cloud integration.","此外,东风汽车公司还专注于道路云集成的研发和应用.",0.5454545454545454,0.5,2,1,2
"通过与地方政府、通信企业等合作，东风汽车推动车路云一体化技术的落地实施，为智能交通系统的发展提供了有力支撑
","By working with local governments and communications companies, East Wind Automotive is promoting the deployment of road cloud integration technology to provide strong support for the development of smart transport systems.","东风汽车通过与地方政府和通信公司合作,促进了道路云集成技术的部署,以提供强有力的支持智能运输系统的发展.",0.5833333333333334,0.8,2,1,1
"这一技术的应用，不仅提高了道路交通的效率和安全性，也为东风汽车在智能网联汽车领域的布局提供了有力保障
","The use of this technology has not only improved the efficiency and safety of road transport, but also provided a strong guarantee for the layout of East Wind in the field of smart grid connected vehicles.","采用这种技术不仅提高了公路交通的效率和安全性,而且为东风在智能电网连接车辆领域的布局提供了强有力的保障.",0.5384615384615384,0.5,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  新旧动能转换往往发端于技术革命性突破
",The conversion of new and old energy often starts with technological breakthroughs.,转换新和旧能源通常始于技术突破.,0.125,0.5,1,1,0
"强化基础研究、攻关关键技术，是实现产业进步的源泉
",Strengthening basic research and attacking key technologies is the source of industrial progress.,加强基础研究和攻击关键技术是工业进步的源头.,1.0,0.8333333333333334,0,0,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  北京“胡同之根”砖塔胡同内的正阳书局，是西城区著名的网红书店
","The Yangtze Bookstore in Beijing, which is based in the city of Yangtze, is a well-known red bookstore in the West City area.",位于北京的泽书店是西城地区著名的红色书店.,0.1111111111111111,0.6666666666666666,0,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  为何一起看似普通的民事判决却引发如此极端事件？“新华视点”记者进行了调查
",Why do seemingly ordinary civil sentences trigger such extreme events?,"似乎普通的民事判决,为什么会引发如此极端的事件?",0.16666666666666666,1.0,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"深化改革创新是东风汽车发展的动力源泉
",Deep reform and innovation are the driving force behind the development of East Wind vehicles.,深度改革和创新是东风车辆的发展的动力.,0.5,0.6,0,1,1
"在激烈的市场竞争中，东风汽车深知只有不断改革和创新，才能保持企业的竞争力和活力
","In the face of fierce market competition, East Wind Motor knows that only constant reform and innovation can keep the company competitive and dynamic.","东风机机在市场竞争激烈的情况下, 知道只有不断的改革和创新才能使公司保持竞争力和动态.",0.7,0.6666666666666666,1,2,2
"因此，公司实施了一系列深化改革创新的举措，激发了发展活力，提高了组织运营效率
","As a result, the company has implemented a series of initiatives to deepen reform and innovation, stimulating growth and improving operational efficiency.","因此,该公司实施了一系列措施,以加深改革和创新,刺激增长和提高运营效率.",0.75,0.875,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  履职期间，张振连深入企业和院校调研，了解技能人才培养的难点痛点，积极建言献策
","During his tenure, Zhang Chen has been involved in research in companies and institutions, understanding the challenges of developing talent and actively advising on initiatives.","在任职期间,张陈参与了企业和机构的研究,了解了人才发展的挑战,并积极提供建议.",0.125,0.5555555555555556,2,0,1
"此外，他还走进社区，与居民们交流座谈，听取群众的意见建议
","He also walked into the community, talked with residents, and heard the opinions of the masses.","他也走进社区,与居民交谈,听众的意见.",0.875,0.625,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “影片特效镜头和东方美学设计，视觉冲击力可能吸引非华人群体
","The film's special effects and oriental aesthetic design, which have visual impact, may appeal to non-Chinese populations.","电影的特殊效果和东方美学设计,具有视觉影响,可能吸引非中国人.",0.1111111111111111,0.7777777777777778,1,2,1
"”李玮分析
",The Chinese government has been trying to get the country to move forward.,中国政府一直在努力让国家向前迈进.,0.25,0.625,1,2,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  施工工地是扬尘污染监控的重点区域，点多、面广、易反复，成为大气污染治理中的痼疾
","Construction sites are a key area for monitoring dust pollution, and are widely, easily and repeatably used, becoming a chronic disease in air pollution governance.","建筑工地是对尘埃污染监测的关键领域,并且广泛,容易和重复使用,成为空气污染管理的慢性疾病.",0.1,0.7,1,1,1
"过去城管执法人员主要依靠“车转人巡”的方式巡查工地，很难做到全时段监管
","In the past, city officials have relied heavily on the way of the bus and coach patrol to patrol the workplace, and it is difficult to keep up with the full-time regulations.","过去,城市官员们依赖于公共汽车和公共汽车巡逻队的路径来巡逻工作场所,",0.38461538461538464,0.6363636363636364,1,2,1
"如今，太原市对建筑工地分级分类监管，督促企业加大工地治尘投入，对城市主次干道开展“以克论净”考核，市区降尘量大幅下降
","Today, the city of Taizhou has been regulating the classification of construction sites, encouraging companies to increase the amount of dust in the construction site, and conducting a clean-air check on the main channels of the city, which has significantly reduced the amount of dust in the city.","塔伊市目前正在监管建筑物分类,鼓励企业增加建筑物土尘量,并对城市主要道进行清洁空气检查,",0.35294117647058826,0.375,2,2,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"所以打成了一片老母亲都是自己做的饭让病人吃，有时候赶上饭点了，以前在老家不管是有钱没钱都给看
","So I made a piece of old mother's own food for the patients to eat, and sometimes I got to eat a little bit, and I used to give it to the old people, no matter how rich or poor.","我做了老自己的食物,让病人吃,有时我吃了一点,",0.46153846153846156,0.5454545454545454,2,4,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　“我觉得重要的是保持协会管理的稳定性，这样才能让中国足球更好、更有持续性地发展
",I think it's important to maintain the stability of the association's management so that Chinese football can be better and more sustainable.,"我认为,保持协会管理的稳定是很重要的,",0.08333333333333333,0.46153846153846156,2,3,2
"我现在能看到中国足协的目标越来越清晰，他们在青训上花了很多精力，这是中国足球的未来
","I can see now that the goals of the Chinese Football Association are becoming clearer and they are putting a lot of effort into training, which is the future of Chinese football.","我现在可以看到,中国足球协会的目标越来越清楚,",0.5333333333333333,0.4666666666666667,3,4,2
"”
",What is it?,什么是?,0.3333333333333333,0.3333333333333333,0,1,0
"  无论《流浪地球》系列还是《哪吒》系列，都大量启用国内的视效制作团队，通过融合前沿科技与传统美学、精细化的细节设计以及服务于叙事的特效创新，展现了国产动画在工业化与本土化探索中的成熟姿态
","Whether the series is a series of Earthcatchers or a series of anime, it has enabled a large number of domestic visual effects production teams to showcase the mature gesture of domestic animation in exploration of industrialization and localization by combining cutting-edge technology with traditional aesthetics, refined detail design and feature innovation that serves the narrative.","无论是 Earthcatchers 系列还是动漫系列,它使得大量国内视觉效果制作团队能够通过结合先进技术与传统美学,精致的细节设计和功能创新来展示在探索工业化和本地化方面国内动画的成熟姿态.",0.0625,0.5625,1,3,1
"这不仅为国产动画产业留住并培养了一批人才，还能吸引更多优秀人才加入动画产业，吸引更多的投资，帮助国漫迈向一个新的台阶
","This will not only keep and develop a talent pool for the national animation industry, but also attract more talent to join the industry, attract more investment and help the country move to a new stage.","这不仅将保持和发展国家动画行业的人才群,而且还将吸引更多人才加入该行业,吸引更多投资,并帮助国家迈向新阶段.",0.7272727272727273,0.5454545454545454,1,2,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  ——以高效协同形成统筹做优增量和盘活存量的更大合力
",The first is the use of the technology to create a more efficient synergy between the aggregate and the live stock.,"第一个是利用技术,使总和和现存物种之间产生更有效的协同作用.",0.1,0.6,1,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  产业发展需求在哪里，改革就跟进到哪里
","The government has also been trying to find out where the demand for industrial development is, and where the reforms are going.","政府也试图找出对工业发展的需求是哪里,改革正在向哪里发展.",0.07692307692307693,0.6923076923076923,2,3,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  相关企业的尝试和努力，值得肯定
",The efforts and efforts of the relevant companies are certainly worthwhile.,相关公司的努力和努力肯定是值得的.,0.16666666666666666,0.3333333333333333,1,1,1
"加强对新就业形态劳动者权益的保护，是党和政府、社会、企业等相关各方共同努力的结果
","Strengthening the protection of the rights of workers in the new form of employment is the result of a concerted effort by the Party and the government, society, and businesses.","加强在新形式的就业中保护工人的权利是党和政府,社会和企业共同努力的结果.",0.45454545454545453,0.46153846153846156,1,0,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  包含嫦娥六号样品的树脂靶
",The resin of the potassium containing the sample of sodium 6.,含样本的树脂 6.,0.125,0.2222222222222222,0,0,1
"新华社记者 温竞华 摄
",The news was reported by Xinhua News Agency.,据新华社报道.,0.5,0.2,1,0,1
"  春节期间，位于王府井的吉祥大戏院上演程派经典剧目《锁麟囊》，沙霏饰演主角薛湘灵
","During the Spring Festival, the classic drama show, Lock-in-Cap, was staged at the Jingjiang Theatre in Wangfu-ui, and Shan played the main character, Jingling.","在春节期间,经典剧情节""锁在帽子""在王富的京江剧院举行,山饰演了主角林.",0.14285714285714285,0.6666666666666666,1,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “我们和试点住房出租机构实现了数据互联，符合条件的缴存人无需提供租房发票、房屋租赁合同等材料，即可‘零材料’申请
","We have a data connection with pilot rental agencies, and qualified depositors do not need to provide materials such as rental invoices, rental contracts, or anything else to make a claim.","我们与试点租机构建立了数据联系, 合格的存款人不需要提供租账单,租合同或其他任何材料来提出索赔.",0.08333333333333333,0.6153846153846154,2,2,2
"”北京住房公积金管理中心住房资金管理处副处长闵雪娇介绍
","The report was released by the Beijing Housing Fund Management Center, where the Deputy Director of Housing Fund Management, Liu Shui-san, was presenting the report.","据北京住房基金管理中心公布,",0.38461538461538464,0.15384615384615385,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  作为国家乳业技术创新中心高级专家，王彩云长期聚焦乳品精深加工核心技术攻关，突破国际技术壁垒、实现国产化生产应用
","As a senior expert at the National Dairy Technology Innovation Center, Wang Yun has long focused on the core technology of dairy refining, breaking international technological barriers and achieving domestic production applications.","作为国家乳制品技术创新中心高级专家,王云长期以来一直致力于乳制品炼油的核心技术,打破国际技术障碍,实现国内生产应用.",0.1111111111111111,0.5555555555555556,1,1,1
"当选全国人大代表以来，王彩云一直关注以科技创新推动产业创新，带领团队专注于攻克乳业发展中各类“卡脖子”的技术问题，为提升行业核心竞争力增添创新动能
","Since being elected as the National People's Representative, Wang Wang Yun has been focused on promoting industrial innovation with technological innovation, leading the team to focus on tackling all types of pumpkin strawberries in the development of dairy, and adding innovation momentum to boost the core competitiveness of the industry.","自当选为全国人民代表以来,王王云一直致力于通过技术创新促进工业创新,领导团队致力于解决乳制品开发中的各类草,并增加创新动力,以提高行业核心竞争力.",0.7,0.5,1,0,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  盘活存量关键是“活”，对“怎么盘”做到手中有策
","The key to the live storage is to feed live chicken, and we have a plan on how to do it.","活存储的关键是活,我们有计划如何做.",0.1111111111111111,0.7777777777777778,2,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  以进固稳
","The Bible says that ""they will not be ashamed of themselves"".","圣经说:""他们必不蒙羞"".",0.125,0.5,0,2,2
"“进”就是用好改革这个法宝，满足农民群众对美好生活的向往，城乡统筹，让农业转移人口更好地“进城”而无后顾之忧
","The idea of the ""Generation of the Good"" is to reform the economy and to meet the needs of the farmers and to bring about better urban living, town-to-town integration and better rural population transfer without any worries.","""善良的世代""的目的是改革经济,满足农民的需求,实现更好的城市生活,城市与城市融合,更好的农村人口转移.",0.4166666666666667,0.5714285714285714,0,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  依托得天独厚的历史文化资源，太原市在文旅融合赛道上积极探索，擦亮多张城市名片
","The city of Taizhou, which relies on unique historical and cultural resources, is actively exploring the tourism integration pathway and erasing the city's reputation.","泰州市依赖于独特的历史和文化资源,正在积极探索旅游集成道路,",0.1,0.45454545454545453,2,2,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  没有厂房、没有烟囱，却能“搬运”电力；不烧煤、不占地，却能缓解用电高峰期的燃眉之急，这就是虚拟电厂
","Without factories, without smokehouses, it can pump and carry hydrogen electricity; without burning coal, without land, but it can ease the burning of peak electricity, which is virtual power plants.","没有工厂,没有烟台,它可以和运输电;没有燃烧煤炭,没有土地,",0.08333333333333333,0.4166666666666667,1,3,1
"它像一个无形的“电力管家”，借助先进信息通信技术和软件系统，将分布式电源、电力用户、储能、电动汽车等分散资源紧密聚合起来，通过协调优化控制，不仅能满足用户自身的用能需求，还能深度参与电力系统运行和电力市场交易
","It is like an invisible pump of lithium-ion electricity, and with advanced information and communication technology and software systems, it tightly aggregates distributed resources such as power, power users, energy storage, electric vehicles, and other distributed resources, and by coordinating and optimizing controls, not only meets the user's own energy needs, but also deeply engages in power system operation and electricity market trading.","它就像离子电力的一种隐形,通过先进的信息通信技术和软件系统,它紧密地集成分布式资源,如电力,电力用户,储能,电动汽车和其他分布式资源,并通过协调和优化控制,不仅满足用户的能源需求,而且深入参与电力系统运行和电力市场交易.",0.5833333333333334,0.38461538461538464,1,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  发展新质生产力是推动高质量发展的内在要求和重要着力点
",Developing new productivity is an intrinsic requirement and an important focus for driving high-quality development.,"发展新生产力是固有的要求,也是推动高质量的发展的重要重点.",0.125,0.75,0,0,0
"培育新动能和更新旧动能是发展新质生产力的应有之举
",The development of new and renewable energy is a necessary step towards developing new and productive forces.,新能源和可再生能源的发展是发展新生产力的必要一步.,0.4444444444444444,0.7777777777777778,0,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  这座始建于清光绪年间的大戏院，曾有梅兰芳、程砚秋等多位名家驻场演出
","The Grand Theatre, which was built in the Qing Dynasty, has hosted many famous people such as Melanfan, Chengdu, and others.","建于清朝时期的大剧院曾举办了许多著名人,如梅兰凡,成都等.",0.125,0.875,1,1,1
"如今重建，迎来新的主角、新的看客
",The new show is being rebuilt and it's bringing new characters and new viewers.,"现在新节目正在重建,它带来了新的角色和新观众.",0.7142857142857143,0.6666666666666666,0,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “民非谷不食，谷非地不生
","The people of the country do not eat grain, and the land does not grow grain.","田野的人不吃粮食,田地不生粮.",0.1111111111111111,0.6666666666666666,2,2,2
"”党的十八大以来，习近平总书记为耕地保护倾注大量心血，指出“坚守十八亿亩耕地红线，大家立了军令状，必须做到，没有一点点讨价还价的余地”；嘱咐“采取有效措施切实把黑土地这个‘耕地中的大熊猫’保护好、利用好”；强调“采取‘长牙齿’的硬措施，全面压实各级地方党委和政府耕地保护责任”……
","Since the 18th General Secretary of the Pyongyang Party, Xi Jinping has shed a lot of blood for the protection of crops, noting that Pyongyang adheres to the 1.8 billion tonnes of cropland red line, and that everyone has issued a military order, and that it must be done, without a bit of bargaining; urging Pyongyang to take effective measures to effectively protect and exploit the great pandas in the black farmland; stressing the hard measures of the Pyongyang government to tighten the teeth, and to fully press the responsibility of the local committees and government to protect cropland at all levels of power.","自平壤党第十八任秘书长以来,习近平为保护农作物而流出了大量的血,指出平壤坚持了180亿农作物红线,每个人都发出了军事命令,而且必须进行,不经过谈判;敦促平壤采取有效措施有效保护和利用黑农作物大熊猫;强调平壤政府严厉措施,加强牙,充分压力地方委员会和政府在所有层面的保护农作物责任.",0.47368421052631576,0.45,2,3,3
"  “老城不再拆了，作画的人少了焦虑，胡同的色彩也就丰富了
","The old city was no longer demolished, the painters were less anxious and the colors were richer.","旧城不再被拆除,画家们不太担心,颜色更加丰富.",0.125,0.5,3,2,3
"”况晗笑着说
","The man who was in the room said, ""I'm not going to be able to do this.","房间里的人说:""我不能这样做.",0.4,0.6,1,3,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  山西省第十二次党代会明确提出，要建设太原国家区域中心城市
",The 12th Party Congress in Shaanxi has made clear that the regional center of Taipei should be built.,"党的十二届代表大会在山西举行,",0.125,0.75,1,1,1
"山西省委、省政府联合印发《关于支持太原市建设国家区域中心城市更好发挥龙头带动作用的意见》，山西省发改、科技、工信、商务、文旅、生态环境等部门协同发力，共同推动太原生态改善、产业升级、城市提质
","The Shaanxi Provincial Commission and the provincial government jointly issued a press release on supporting the development of the National Regional Center of Taipei to play a more leading role in driving the development, technology, industry, commerce, tourism, ecological environment, and other sectors of Shaanxi to promote the improvement of Taipei's ecology, industrial upgrading, and urban qualification.","西省委和省政府联合发布了关于支持台北国家区域中心发展的新闻稿,以推动台北发展,技术,工业,商业,旅游,生态环境等部门的发展,促进台北生态改善,工业升级和城市资格的发展.",0.36363636363636365,0.42105263157894735,3,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  调解未果对簿公堂  安阳市中级人民法院收到最高人民法院的刑事裁定书和执行死刑命令后，依法对罪犯党志军宣判并执行死刑
","After mediating the verdict of the Supreme People's Court and executing the death warrant, the Central People's Court of Anyang City, which was located in the Book Hall, sentenced and executed the convicted party soldiers according to the law.","据法规,安阳市中央人民法院在中介最高人民法院判决和执行死刑后,",0.1111111111111111,0.5555555555555556,2,0,0
"临刑前，党志军与其近亲属进行了会见
",The party's leaders met with their close relatives before their execution.,党的领导人在被处决之前与亲戚见面.,0.8333333333333334,1.0,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"伊利现代智慧健康谷·奶酪智造标杆基地王彩云口中的“项目”，是位于伊利现代智慧健康谷的奶酪智造标杆基地三期项目，该项目在今年建成投产后，将实现我国奶业从原奶到深加工产品的完整生产链；特别是婴配粉加工中的核心成分乳铁蛋白也将在这里生产
","The Cheese Intelligence Scale Project in Al-Qawran, the third phase of the Cheese Intelligence Scale Base in the modern Smart Health Valley, will achieve a complete production chain for the Chinese dairy industry from raw milk to deep processed products after completion of production this year.","现代智能健康谷的奶酪智能度量基地第三阶段的阿尔卡瓦兰奶酪智能度量项目将在今年完成生产后,为中国奶制产业实现从原奶到深加工产品的完整生产链.",0.7692307692307693,0.7272727272727273,2,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  最严重的时候，任二娟的手已经握不住水杯，打字只能用一根手指慢慢敲击键盘，但她仍然坚持学完了所有课程
","At her worst, Nintendo's hand was already holding the water cup, typing with only one finger to slowly tap the keyboard, but she still insisted on completing all the classes.","在最糟糕的情况下,任天堂的手已经拿着水杯,只用一只手指打字,",0.1111111111111111,0.7777777777777778,2,2,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  研究团队对嫦娥六号月背样品进行分析发现，月球背面也存在克里普物质层，且月球背面和正面的样品中玄武岩成分相似，表明月球形成初期应存在全月尺度的岩浆洋
","The team analyzed the back samples of the Moon, and found that the Moon also had a layer of crepe matter on the back, and that the basement composition of the back and front samples were similar, suggesting that there should be a full-moon-scale rock formation early in the Moon's formation.","研究小组分析了月球后面的样本,发现月球后面也有一种质层,后面和前面的样本的地下成分相似,这表明月球形成初期应该有一个满月规模的岩石形成.",0.058823529411764705,0.5789473684210527,7,3,6
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　彩云之南，高原特色产业“多点开花”
",The high-altitude industry is booming in the south of the country.,印度南部的高山业正在勃发展.,0.125,0.625,0,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  据介绍，本轮规划将严格落实国家和省级国土空间规划下达的耕地和永久基本农田、生态保护红线、城镇开发边界三条控制线，将其作为调整经济结构、规划产业发展、推进城镇化不可逾越的红线
","The three lines of control for the development of the border between towns and cities will be implemented strictly in the national and provincial national land and land plans, including the land and permanent basic agricultural land, the Red Line of Ecological Protection and the Red Line of Urban Development.","城市和城镇之间的边界发展的三条控制线将严格落实在国家和省级国家土地和土地计划中,包括土地和永久基础农业土地,生态保护红线和城市发展红线.",0.1,0.4166666666666667,3,0,1
"同时加强区域协同，发挥超大特大城市的区域发展引擎作用，引领形成多中心、网络化、开放式、集约型的区域发展格局，促进形成以城市群、都市圈为主要形态的新型城镇化格局，构建支撑新发展格局的主体功能明显、优势互补、高质量发展的国土空间体系
","At the same time, regional cooperation is strengthened, and regional development engines of super-large cities are played, leading the formation of a multi-centric, networked, open, and concentrated regional development pattern, promoting the formation of new urbanisation patterns that are the main form of urban groups and urban circles, and building a system of land spaces that supports the main features of the new development pattern, with distinct advantages, complementarities and high-quality development.","同时,加强区域合作,发挥超大城市的区域发展引擎,从而形成多中心,网络,开放和集中区域发展模式,促进形成城市群体和城市圈的主要城市化模式,并建立一个支持新发展模式的主要土地空间系统,具有明显的优势,互补性和高质量的发展.",0.25925925925925924,0.2857142857142857,4,2,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  抵达成都平原，山色渐淡，春天是湿润而带着人间烟火气的
","The mountains are a bit dim, the spring is wet and the smoke is burning amongst the people.","山地淡,泉水,人们中烟雾.",0.1111111111111111,0.5555555555555556,2,3,1
"交子大道的银杏还没动静，小叶樟稳稳当当，叶子油亮
","The silver almonds of the Silk Road are still, and the young leaves are firmly established, and the leaves are bright.","丝之路的银杏仁还存在,年轻的叶子坚定,叶子明亮.",0.8888888888888888,1.0,3,2,3
"宽窄巷子的黄葛树盘着根，风一过，树影在青石板上晃了晃
","The narrow-necked yellow-green tree has roots, winds blowing, and the shade of the tree is shining on the blue stone slab.","条的黄色绿树有根,风吹,树的阴影在蓝色石块上闪耀.",0.4166666666666667,0.5384615384615384,2,3,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  现实当中，一些外卖平台企业也因时因地制宜，如在冬季给骑手发放防寒物资、提供餐饮优惠、组织免费体检等
","In reality, some outlet platforms are also convenient for the time being, such as providing cold-proof items to riders in winter, offering food discounts, organizing free medical examinations, etc.","实际上,目前还有一些出口平台是方便的,例如在冬季为骑手提供防寒物品,提供食物折扣,组织免费的医疗检查等.",0.07692307692307693,0.3333333333333333,2,2,1
"一些社区也组织建立快递驿站，供他们休息、充电，为他们送去温暖和关爱
","Some communities also set up a courier station to give them rest, charge, and warmth and care.","一些社区还设置了快递站,",0.75,0.5,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  李士杰（左）带参访者欣赏其作品
",Li Li Jia (left) took visitors to appreciate his work.,李丽贾 (左) 带来了访客来欣赏他的工作.,0.16666666666666666,0.8571428571428571,1,1,1
