zho,eng
"（新华网记者 毕尚宏摄）
",The Chinese government has also been trying to get the Chinese government to stop the violence.
"  加拉帕戈斯群岛诞生于四五百万年前的海底火山喷发
",The Galapagos Islands were formed by an undersea volcanic eruption four to five million years ago.
"身处赤道、洋流交汇赋予这里与众不同的气候，而其远离大陆的地理环境也孕育了独特的生态系统，当地丰富的动植物资源也成为英国生物学家查尔斯·达尔文进化论思想的重要灵感来源
","Its location on the equator and ocean currents give it a unique climate, while its geographical environment away from the mainland also fosters a unique ecosystem, and the rich flora and fauna of the area are an important source of inspiration for the evolutionary ideas of British biologist Charles Darwin."
"
",The first is
"　　路透社说，达尔奇耶夫有望出任眼下空缺的俄罗斯驻美大使一职
","According to Reuters, Darcheev is expected to serve as the Russian ambassador to the United States, a position currently vacant."
"
",The first is
"  多名基层受访法律工作者坦言，法官身处司法一线，处理很多矛盾冲突激烈的案件，承受着巨大压力和风险
","The judges, who have been interviewed by several law professionals at the grassroots level, have been on the judicial front, handling many conflicting and violent cases that have been subject to enormous pressure and risk."
"社会各界需加强对司法人员的理解和支持，为其提供更好的工作环境和安全保障
",The need for greater understanding and support of the judiciary in society is to provide them with a better working environment and security.
"
",The first is
"　　“首先你们的球队可以直接晋级决赛阶段的比赛，这非常重要，你们可以更加从容地备战，让球员得到更好的锻炼和成长
","It is very important that you first get your team to the final stage of the competition, and it is very important that you can be more tolerant and prepare for the fight, so that the players get better training and grow."
"此外，举办赛事对于足球从业者来说，也将是一个非常好的提升，在赛事的筹备和举办期间，亚足联、中国足协以及地方足协的专业人士并肩工作，大家都会在短时间内收获很多
","In addition, hosting the tournament will be a very good upgrade for football practitioners, and during the preparation and hosting of the tournament, professionals from the AFC, the Chinese Football Association and the local association will work side by side and everyone will get a lot of things done in a short time."
"更不用说，球迷可以在家门口看到亚洲最高水平的赛事
",The event is also a great opportunity for fans to see the highest level of Asian events at their doorstep.
"”
",What is it?
"  从“支持灵活就业”，到“保障灵活就业者”，劳动者权益保护越来越具体、越来越深化、越来越全面
","From supporting flexible employment to ensuring flexible employers, protecting workers' rights is becoming more specific, deeper and more comprehensive."
"国家、社会、企业不同层面的力量汇聚，共同撑起新就业形态劳动者权益保护的大伞
","The forces of different levels of the nation, society and enterprise are coming together to raise the barrier to protect workers' rights in the new form of employment."
"
",The first is
"　　声明说，库尔特和达尔奇耶夫商定近期就跟进上述议题举行后续会晤
",The statement said that Kurth and Darjeev had agreed to hold a follow-up meeting on the above issues in the near future.
"
",The first is
"  “无需手动输入，确认无误后提交即可，整个流程非常丝滑
","The process is very smooth, without manual input, and can be submitted after confirmation of error."
"”孙先生感叹
",Mr. Hsuon exclaimed.
"
",The first is
"  “我给它打满分！”悉尼当地演员沃伦对影片赞不绝口
",The film was praised by local Sydney actor Warren.
"“我喜欢这个故事和整部电影的氛围
",I love the atmosphere of the story and the whole movie.
"这真是太棒了，绝对值得一看
","It's amazing, and it's definitely worth a look."
"”
",What is it?
"  丝滑的服务体验背后，是依靠改革打通业务流程的堵点
",The smooth service experience behind the platform is a stalemate on the need for reforms to drive business processes.
"
",The first is
"  培育新兴产业和未来产业——这是占据竞争制高点、塑造新优势的关键
",The key to building up emerging industries and future industries is to take the high points of competition and shape new advantages.
"
",The first is
"  从古城之忆中“长”出现代生活，是北京实现古城与都城共生的必由之路
",The city of Beijing is the only way to live together with the city of Beijing.
"
",The first is
"  北京史研究专家李建平认为，北京是中国古代城市营建的集大成者，代表了东方文明的最高成就
","Beijing's history studies expert Li Jianping believes that Beijing is the culmination of the ancient Chinese city-building process, representing the highest achievement of Eastern civilization."
"古城留给都城最重要的启示，就是守住正气、承古开新，给后世子孙留下新的文化遗产
","The most important message the old city left to the city is to keep the good, to keep the old and to leave a new cultural heritage to future generations."
"
",The first is
"　　晓秋对辣食可谓情有独钟，即便如此，她也曾遇到过在餐馆里“被辣到流眼泪”的崩溃时刻
","She is a bit of a foodie, but even so, she has had a tearful breakdown in the restaurant after being beaten to death."
"“为了给口腔和胃‘灭火’，我不得不吃下两碗米饭
",I had to eat two bowls of rice to kill the torch in my mouth and stomach.
"我怀疑菜里可能添加了辣椒精
",I suspect that there may be some extra sperm in the dish.
"”她说
","She said, ""Oh, my God."
"
",The first is
"  深入学习贯彻习近平总书记对山西工作的重要讲话重要指示精神，太原市扎实践行习近平生态文明思想，认真落实总书记要求，着力全域治山、系统治水、强力治气、综合治城，统筹推动产业结构调整、污染治理、生态保护、城市治理等重点工作，正在走出一条生态修复与经济、民生互促共赢的发展之路
","The keynote addresses of the important talks of the General Secretary of Xi Jinping on the work of Shanxi, the spirit of the Chinese city of Taipei, the practice of Xi Jinping's ecological civilization, the serious implementation of the General Secretary's demands, the focus on the management of mountains, water systems, energy governance, integrated city governance, the unification of the efforts to promote industrial structural adjustment, pollution governance, environmental protection, urban governance, and other priorities, are moving forward on an ecological restoration and economic and ecological development that promotes mutual win-win."
"
",The first is
"  一对医患，因为罕见病结缘，从此不离不弃
","The couple, who are sick and suffering from a rare disease, have never given up."
"“崔主任对我说，只要想学，铁杵也能磨成针，这个信念一直支撑着我
",The director of the school told me that iron can be sharpened into needles as long as I want to learn.
"”
",What is it?
"  草堰港遗址出土的钻木取火器
",The site of the straitjacket harbor is a site of excavated fireworks.
"（草堰港遗址考古队供图）
",(Archaeological team provided map of the site of the port of Praia do Praia)
"蒙曼说，正月十五是灯节，也是元宵节，是最热闹的
","Moonman said the 15th of January is the festival of lights and the night before Christmas, the hottest."
"过去有夜禁制度，所以平常大家晚上是不上街的
","The government has banned the use of night locks, so people usually do not go out at night."
"差不多从正月十三开始上灯，大家也都出来，到街上走
","Almost from the 13th of January, the lights went on, and everyone went out and walked down the street."
"过了正月十五，这个年就差不多过完了
","It's been 15 months, and this year is almost over."
"而在北方，它还有一个漫长的收尾，收尾收到二月二
","In the north, it has a long end, ending on February 2."
"二月二龙抬头，吃龙须面，吃猪头，然后，整个年基本上就算过完了
","The dragon in February looked up, ate the dragon's face, ate the pig's head, and then, the whole year was basically over."
"
",The first is
"　　“每个人都在谈论人工智能，我确信，足球一定要拥抱人工智能
","Well, everyone is talking about AI, and I'm sure football has to embrace AI."
"”
",What is it?
"  多位受访专家表示，动力电池回收利用面临的问题需要多方面共同努力，应通过政策引导、技术创新、构建完善的回收体系、强化企业责任与宣传教育等措施的实施，逐步推动我国动力电池回收行业健康发展
","Several experts interviewed said that the problem of recycling of power cells requires a multi-faceted effort, and that measures such as policy guidance, technological innovation, the construction of a perfect recycling system, strengthening corporate responsibility and public education should be implemented to promote the healthy development of the power cell recycling industry in China."
"（记者 杨秀峰 王跃跃）
","(Reporter: Sheng-Shu Peong, King Jia-Yup)"
"  一些培训机构所谓的“包过”，其实是在赚概率费
","Some training institutions have been using so-called ""filtering"" packages to filter out the probability of a failure."
"考过了，显得培训机构有“门道”；考不过，培训机构往往以各种借口为由，不退还承诺的费用
","The study found that training institutions had a loophole; however, training institutions often failed to repay their commitments for various reasons."
"在线培训机构学员地域分布广，公司办公场所不固定，一旦出现问题，消费者维权困难，且成本较高
","Online training institutions are geographically distributed, with unstable corporate offices, and when problems arise, consumer rights are difficult and costly."
"
",The first is
"  而对于抗击罕见病的医生，那是为了哪怕万分之一的可能，也要付出百分之百的努力
","And for doctors who fight rare diseases, that's even a tenth of a million possible, and they're going to have to do their best to fight it."
"
",The first is
"  此项标准的发布实施将引导养老机器人制造商精准聚焦老年人的生理心理特点及需求，进行养老机器人产品的设计开发，提升产品质量水平，进一步引领打造养老机器人产业新赛道
","The launch of this standard will guide aging robot manufacturers to focus on the physiological and psychological characteristics and needs of older people, to design and develop aging robot products, to improve product quality, and to further lead the way in the aging robot industry."
"
",The first is
"  一是衔接功勋荣誉表彰制度
",The first is the Order of Merit for Merit.
"贯彻落实党、国家和军队功勋荣誉表彰制度总体设计，区分战时、平时和重大非战争军事行动，进一步优化勋章、荣誉称号、奖励、表彰、纪念章的项目设置、内容条件、审批权限、组织实施、附加待遇等
","Implement the overall design of the Party, State and Army Merit Awards system, distinguish between wartime, regular and major non-war military operations, further optimize the program setting, content conditions, approval authorizations, organization of implementation, additional treatment of medals, honorary titles, awards, recognitions, commemorative medals, etc."
"
",The first is
"　　草厂胡同景观
",The landscape of the grasslands is empty.
"东城区委宣传部供图
",The East City Commission for Publicity provided pictures.
"后续还有　　受乌克兰危机等因素影响，美俄近年来多次相互驱逐外交官并在使馆房产、员工人数、签证便利、领事服务等方面施加限制
","The following events were also affected by factors such as the Ukrainian crisis, with the United States and Russia expelling diplomats from each other several times in recent years and imposing restrictions on embassy property, staff, visa facilities, and consular services."
"
",The first is
"  小覃无疑是幸运的，章忠明和团队成员进行了全方位的感染预防，帮助小覃比较平稳地度过了骨髓空虚期
","The young lady was undoubtedly lucky, and Chang Chong and her team members took full measures to prevent infection, helping the young lady to pass through the bone marrow vacuum more smoothly."
"
",The first is
"  利用是最好的保护
",The best protection is to use it.
"从“大拆大建”到“小修小补”，从“保护”到“传承”，北京历史文化名城保护理念和实践不断深化
","From the demolition of the main building to the renovation of the main building, from the preservation of the main building to the preservation of the main building, the concept and practice of preserving the historical and cultural center of Beijing has been continuously deepening."
"
",The first is
"　　对于快速升温原因，陈博宇分析，从环流形势看，位于俄罗斯远东地区的高空冷涡系统阶段性向北收缩，我国中东部地区等地逐渐转为受高压脊控制
","For reasons of rapid warming, Chen Boyu analyzed, from the circulation situation, the high-air cooling system in the Russian Far East is gradually shrinking northward, and the central and eastern regions of China are gradually becoming controlled by high-pressure ridges."
"高压脊控制地区云量较少，白天接收辐射增多，有利于快速升温
","The high-pressure ridge control area has less clouds and receives more radiation during the day, which is conducive to rapid warming."
"在此环流形势下，位于蒙古国的地面冷空气势力明显减弱，失去北方冷空气的南下补充，前期控制我国中东部地区的冷高压系统逐渐减弱东移，气温开始回升
","Under this cycle, the ground cold air force in Mongolia has significantly weakened, adding to the south-south of the northern cold air loss, and the cold high-pressure system that controls the pre-period central-eastern region of China has gradually weakened eastward, and temperatures have begun to recover."
"
",The first is
"　　不久前，当美国把欧洲撇在一边直接与俄罗斯就乌克兰危机展开会谈时，欧洲舆论哗然，英国《金融时报》刊文称欧洲被安排“坐小孩那桌”
","Not long ago, when the United States left Europe to engage in direct talks with Russia about the Ukraine crisis, European commentary was silent, and the Financial Times reported that Europe was set to sit at the table with children."
"
",The first is
"　　许正中表示，希望与新华社紧密合作，推动香港文化事业发展，共同讲好中国故事
",Xu said he hopes to work closely with Xinhua to promote Hong Kong's cultural affairs and share Chinese stories.
"
",The first is
"  鸽子也“飞”进了北京城的生命里
",The monkey also flew into the life of Beijing.
"阳光下，鸽子羽翼透光，像一只只精灵降落人间
","And the wings of the eagle shone forth under the sun, and they descended among men like a deer."
"北京经历过战火、经历过天灾，但只要鸽哨声响起，和平和安宁就会降临
","Beijing has been through war, through disaster, but peace and tranquility will come as soon as the whistle blows."
"
",The first is
"  《通知》还提到，进一步加强县域充换电设施与农村公路等交通基础设施及其沿线配套设施的衔接，拓展应用场景，并统筹考虑新增公共充换电设施与既有设施的空间布局，避免重复建设，有效提升利用率
","The notification also mentioned that further strengthening the connection of the county's charging facilities to transport infrastructure such as rural roads and alongside support facilities, expanding the application scenario, and taking into account the overall consideration of new public charging facilities and the spatial layout of existing facilities to avoid rebuilding and effectively increase utilization."
"试点县可研究适当增加电动重卡充换电设施，支持重卡加快电动化
",Pilot counties can study the appropriate increase in electric heavy-duty charging facilities to support heavy-duty electrification.
"（记者刘垠）
",(Reporter's voice)
"  朱凤莲指出，赖清德口口声声表示要促进“台湾团结”，但在纪念“二·二八”事件时，不仅不基于历史事实弥合台湾社会裂痕，反而大肆进行政治操弄，鼓吹“台独”谬论，宣扬分裂主张，炒作“大陆威胁”，再次充分暴露其顽固坚持“台独”分裂、煽动对立对抗、蓄意加剧两岸紧张的祸心
","Zhuonglin noted that Raiching-guang voices were saying that they wanted to promote Taiwanese unity, but in commemorating the events of Tang-du-shang, not only did they not fill the gaps in Taiwan's society based on historical facts, but they also carried out political tricks, promoted the Taoiseach's fallacy, propagated the separatist claims, mocked the threat of the Taoiseach, and again fully exposed their stubborn persistence in the Taoiseach's separatism, incited opposition and intentionally exacerbated the tensions on both sides."
"希望广大台湾同胞坚持正确的历史观、民族观、国家观，客观认识“二·二八”事件，不要被民进党当局蛊惑欺蒙，从民族大义和自身福祉出发，坚决反对“台独”分裂，共同维护台海和平稳定
","We hope that the entire Taiwanese people will adhere to the correct historical, national, national and national views, and objective understanding of the events of the Qin-Teng and the Qin-Teng, not to be deceived by the Democratic Party authorities, and to proceed from the national goodness and self-interest, firmly oppose the division of the Taipei Monarchy, and jointly uphold peace and stability in the Taipei."
"
",The first is
"  很长一段时间，由于诊断难、治疗难、用药难，罕见病是医疗领域“被遗忘的角落”
","For a long time, rare diseases were the cornerstone of the medical field, forgotten because of the difficulty of diagnosis, treatment and use of medicines."
"现在，罕见病患者普遍面临的这些困境，正在被全社会以滴水石穿的努力一点一点攻破着
","Now, these difficulties that are common to those with rare diseases are being eroded by the efforts of the whole society to drill down."
"
",The first is
"　　云岭大地，脱贫地区气象新
",New climate in the region of the rainforest and poverty
"特色产业为乡村振兴注入澎湃动能
","The country's economy is growing rapidly, with the development of a new energy sector."
"
",The first is
"  “在这里，慵懒的海狮随性地挡住去路，海鬣蜥悠然地从镜头前爬过
","The lion is here, the lion is lying in the way, and the sea lion is crawling from the camera."
"潜水时，海马、海龟与鲨鱼竞相掠过眼前
","The sea turtles, sea turtles and sharks are competing in the water."
"如此近距离地接触野生动物，让我更加深刻地体会到环境保护的意义
",Being so close to wildlife has given me a deeper understanding of the importance of protecting the environment.
"”来自墨西哥的游客布兰卡·利纳雷斯感慨道，“唯有如此，这座‘活的自然博物馆’以及全人类的地球家园才能生生不息
","A visitor from Mexico, Blanca Linares, said that this is the only way to survive the bustling nature museum and home to all humanity."
"”
",What is it?
"  新故相推，日生不滞
",The new generation is not stagnant.
"
",The first is
"  位于太原老城区的钟楼街是一条有着千年历史、承载着城市厚重记忆的商业街区和文化地标
",The Bell Tower Street in the Old Town of Taipei is a thousand-year-old commercial block and cultural landmark with a rich urban memory.
"改造中，太原既保留街区原有历史风貌，又巧妙融入现代元素与功能需求，如今已成为知名的城市会客厅
","In the renovation, the building retains the historical look of the block and is cleverly integrated into modern elements and functional needs."
"迎泽大街提质改造后，成为市民争相合影的热门打卡点
","After the transformation of the street, it became a popular spot for photographing civil strife."
"汾河河畔，近年修筑的汾河晚渡、雁丘园等文化景点成为怀古胜地
","The Yangtze River, the Yangtze River Gorge, the hill country park, and other cultural attractions that have been built in recent years have become a popular tourist destination."
"
",The first is
"　　“我一直相信新的科技会成为足球的好伙伴
",I've always believed that new technology will be a good partner for football.
"”
",What is it?
"　　记者来到豫园商圈，这里是上海知名的黄金销售聚集地，每走几步路就有一家黄金销售门店
","The reporter came to the Han Garden business, a famous gold sales gathering place in Shanghai, where there is a gold shop every few steps."
"在一家门店内，记者遇上了正在进行“贴金调换”的张女士
","In a shop, the journalist met Ms. Zhang who was working on a gold plating to change the plates."
"
",The first is
"  通过邮筒内置探头和胡同中埋设的感应线圈，熊文团队掌握了近十年来这一地区的人流和交通数据，为大栅栏街区设计、交通组织、活动策划提供了依据
","Through the inbuilt cylinder detectors and sensing wires embedded in the void, the team has mastered the flow and traffic data of the area for nearly a decade, providing the basis for the design, transportation organization and event planning of the block of the dam."
"
",The first is
"  就像从历史中走来的北京城，要走向未来，必须在“守正”中寻求“更新”
","Like Beijing, which has been left behind in history, to move into the future, you have to look for a new fountain in the jungle."
"
",The first is
"    中国书法大厦一直致力于推动书法艺术的国际化传播
",The Chinese Book Foundation has been committed to promoting the international dissemination of the art of writing.
"我们也通过互联网等新媒体平台，将书法作品传播到世界各地，让更多人感受到中国书法的魅力
","We also use new media platforms such as the Internet to spread literary works around the world, making it easier for more people to feel the charm of Chinese literature."
"我们还举办了多次国际书法展览和交流活动，这些活动不仅展示了书法的艺术风格，还促进了不同文化之间的对话和交流
","We have also hosted several international book exhibitions and exchanges that not only showcase the artistic style of literature, but also foster dialogue and exchange between different cultures."
"同时，我们也鼓励外国友人学习和创作书法，让他们在亲身实践中感受中国文化的深厚底蕴
","At the same time, we also encourage foreign friends to learn and create writing, so that they can experience the depth of Chinese culture in their own personal practice."
"
",The first is
"  与会专家认为，设立科普奖项可以有效引导更多资源流向科普领域，激发科研人员科普热情，在全社会产生示范和引领效应
","Experts at the meeting believe that the establishment of the KOP Awards can effectively direct more resources to the KOP field, inspire enthusiasm among researchers, and lead by example and influence in the whole society."
"那么，如何让科普奖项更好发挥作用？
",So how do we make the Cope Awards work better?
"  方正是北京胡同最鲜明的特点
",The Chinese government has been trying to get the most out of Beijing's history.
"胡同虽小，但与故宫、人民大会堂等建筑大气、方正的气质是统一、连贯的
","The atmosphere of the buildings, such as the Palace, the People's Assembly Hall, and the square, although small, is unified and consistent."
"
",The first is
"　　西总布胡同
",The West is a mess.
"东城区委宣传部供图
",The East City Commission for Publicity provided pictures.
"在新能源领域，东风汽车实施了“跃迁行动”
","In the field of new energy, East Wind Car has implemented a jump-start action plan."
"公司通过加大新能源汽车的研发和生产投入，推动新能源汽车产业的快速发展
",The company is promoting the rapid development of the new energy vehicle industry by increasing its R&D and production investment in new energy vehicles.
"不断引进和吸收先进技术和管理经验，提升新能源汽车的技术水平和市场竞争力
",The company is continuously introducing and absorbing advanced technology and management experience to improve the technical level and market competitiveness of new energy vehicles.
"
",The first is
"  受访律师指出，任何形式的极端暴力行为都是对社会秩序的严重挑战，必须予以严厉打击；必须增强全民守法意识，不能以个人臆断践踏法治成果
",The lawyers interviewed pointed out that any form of extreme violence is a serious challenge to the social order and must be severely punished; it must strengthen the public's awareness of the rule of law and not be able to trample on the results of the rule of law with individual bravery.
"
",The first is
"  野菌和沙棘正在醒来，乌天麻的幼芽像蜷缩的婴孩，巴山木耳的菌伞上沾满昨夜的雨水
","The bugs and sandstones are waking up, the young of the lemon are like shrunken babies, the mycorrhizal of the bushes are filled with the rain of last night."
"花萼山的萼贝这一时节最金贵，雨水一催，根须便开始疯长，仿佛它也知道，春天快来了
","The monkey in the flowering plant is the most expensive at this time, and the rain is coming, and the roots are going crazy, as if it knows that spring is coming."
"
",The first is
"  香港特别行政区政府政务司司长陈国基表示，新华社拥有遍布全球的新闻网络，一直通过客观、公正的报道，让世界了解国家和香港的真实面貌和最新发展
","Chen Zhengqi, head of the Hong Kong Special Administrative Region's government department, said Xinhua had a global news network that has been providing objective and fair reporting to the world about the real face and latest developments in the country and Hong Kong."
"期待香港社会各界与新华社继续携手同行，更全面地向世界展示“一国两制”的辉煌成就和独有魅力
",I look forward to Hong Kong's society working with the Chinese company to show the world more fully the unique charm and achievements of the two-piece Chinese brand.
"
",The first is
"  发展新质生产力的赛道很多，要从实际出发因地制宜选择赛道，做好培育新动能和更新旧动能双轮驱动
","The new generation of production has many paths to develop, and it is important to choose the path from the actual starting point, to cultivate new dynamics and renew the old dynamic two-wheel drive."
"
",The first is
"　　“我们看到了中国足球的未来，很多球员有很强的个人能力，这是一代技术更强、在压力下更加冷静的球员
","And we're seeing the future of Chinese football, and there are a lot of players with strong personal skills, a generation of players who are more technically capable, who are more calm under pressure."
"”
",What is it?
"　　谈及举办赛事对中国足球的促进作用，约翰打开了话匣子
","Speaking about the role of hosting the tournament in promoting Chinese football, John opened the door."
"
",The first is
"《汽车驾驶自动化分级》标准截图  中国电动汽车百人会副理事长兼秘书长张永伟表示，汽车产业已进入全面智能化时代，人工智能技术的发展和应用给汽车智能化带来全面变革
","Zhang Yongwei, vice president and general secretary of the Chinese Electric Vehicle 100 Conference, said that the automotive industry has entered the era of total intelligent design, and that the development and application of AI technology will bring about a complete change in automotive intelligence."
"
",The first is
"  近年来，北京市从突出展示中华文明历史文化价值的高度认识老城保护；开创北京学研究、举办北京文化论坛，全方位梳理北京文化内涵；推动文物保护与活化利用；评比最佳城市更新案例……一系列措施，让古城保护与都城发展共同向前迈进
","In recent years, Beijing has gone from highlighting the historical and cultural value of Chinese civilization to highlighting the importance of preserving the Old City; pioneering Beijing Studies; hosting the Beijing Cultural Forum, which is dedicated to the full definition of Beijing culture; promoting cultural heritage conservation and revitalization; evaluating the best urban renewal cases... to a series of measures to advance the preservation of the Old City and the development of the city together."
"
",The first is
"  微短剧上星，意味着更高的制作要求和播出标准，也意味着对作品质量的认可
","The rise of the short-lived drama means higher production requirements and broadcast standards, and it also means recognition of the quality of the work."
"
",The first is
"  在全国范围编制国土空间规划的原因是，各级各类空间规划在支撑城镇化快速发展、促进国土空间合理利用和有效保护方面发挥了积极作用，但也存在规划类型过多、内容重叠冲突，审批流程复杂、周期过长，地方规划朝令夕改等问题
","The reason for the nationwide preparation of national spatial planning is that spatial planning at all levels plays a positive role in supporting rapid urbanisation, promoting the rational use and effective protection of national space, but there are also problems of over-typing, content overlapping conflicts, complexity of approval processes, over-duration of cycles, and local planning directions for change."
"为此，我国将主体功能区规划、土地利用规划、城乡规划等空间规划融合为统一的国土空间规划，实现“多规合一”
","To this end, we have integrated spatial planning such as main functional area planning, land use planning, urban and rural planning into a unified national spatial planning, to achieve a multi-codification."
"
",The first is
"  用药保障、诊疗能力迈出的每一小步，都是罕见病患者重燃希望的一大步
",Every small step in securing medicines and providing medical care is a big step in reviving hope for rare patients.
"
",The first is
"  早春时节，河北雄安新区多处建设工地塔吊林立、机器轰鸣、车辆穿梭，数以万计的建设者以高标准高质量推进项目建设，呈现出一派热火朝天的繁忙景象
","In the early spring, construction of industrial towers, machine boom, vehicle drilling, and tens of thousands of builders in Hebei's Xi'an-Nei district are building projects with high standards of quality."
"
",The first is
"　　境克彦对傅华的到访表示欢迎
","The Chinese government has also welcomed the visit of the Chinese leader, Xi Jinping."
"他表示，两社签订的新合作文件为双方友好关系打开新篇章，期待未来与新华社加强互学互鉴，共同建立长期稳定的合作关系
","He said the new cooperation document signed by the two companies opens a new chapter in the friendship between the two companies, and looks forward to strengthening mutual learning and mutual recognition with Xinhua in the future and building a long-term stable cooperation."
"
",The first is
"　　连日来，不甘被轻视的欧洲人开始行动想挤进“主桌”，法国总统马克龙、英国首相斯塔默和欧盟外交与安全政策高级代表卡拉斯先后访美
","Europeans who are not being looked down upon are now moving to the main table, with French President Macron, British Prime Minister Stammer and senior EU foreign and security policy representative Carlos Carrasse visiting the US."
"不过，他们的华盛顿之行并不顺利——当他们抱着“大西洋两岸一家亲”的美好愿望登门，却被美国的“交易艺术”弄得晕头转向
","However, their trip to Washington did not go well as they were led by a close friend on both sides of the Atlantic, who was turned away by the art of the American pottery trade."
"
",The first is
"  早期微短剧通常采用单剧付费模式，从去年开始，伴随广告解锁、会员免费等多元化变现方式的出现，平台调整运营策略，使得微短剧的生命周期得到延长
","Early short films often used a single-player paid model, and since last year, with the advent of diversified modes such as ad unlocking, membership free, the platforms have adjusted operating strategies to extend the lifecycle of short films."
"
",The first is
"  王家山的变化是太原市推进全域治山的一个缩影
",Changing Wang's Mountain is a shortened version of Taipei's move to extend the entire region.
"从高空俯视，太原地形呈簸箕形，吕梁、太行两大山系余脉在城市北部相拥，东、西、北三面群山合抱，中南部为汾河谷地
","From the top of the sky, the terrain is concave, with a sloping terrain, two mountain ranges that meet in the north of the city, east, west and north, and the southern central valley of the Yangtze River."
"这些山脉是城市生态系统的重要组成部分，对维持区域生态平衡起着关键作用
",These mountains are an important part of the urban ecosystem and play a key role in maintaining regional ecological balance.
"
",The first is
"  四是释放暖心惠兵的改革红利
","Four, the reform dividend of the warm-hearted military."
"重塑新型官兵关系“双六条”，推动构建团结、友爱、和谐、纯洁的内部关系；维护官兵休息休假权益，对留营住宿、人员外出、请假销假等作出调整，适度放宽条件、扩大范围，让官兵有更多的时间处理家庭和个人事务；优化早操、会操、查铺查哨等制度规范，赋予基层更多工作安排自主权
","The new type of officer relations is a six-tiered one that promotes building solidarity, friendship, harmony, and clean internal relations; maintaining the right to leave for officers; adjusting the conditions for staying, leaving, and extending the scope of the service; giving officers more time to deal with family and personal matters; optimizing early manning, handling, and patrol; and giving the grassroots more autonomy to work arrangements."
"
",The first is
"　　土星是太阳系的第二大行星，也是太阳系中较为奇特的一颗行星，在土星的赤道平面上围绕着一圈由碎冰块等物质组成的光环
","Saturn is the second largest planet in the solar system and one of the strangest in the solar system, with a ring of particles such as broken ice on the equator plane of Saturn."
"这一圈环绕土星的光环让土星在望远镜中看起来像一顶“草帽”，这也让土星有了一个可爱的名字——“草帽星”
","The rings of light around Saturn make Saturn look like a cranberry hat in a telescope, which also gives Saturn a cute name for a cranberry hat star."
"
",The first is
"  四是必须统筹好做优增量和盘活存量的关系，全面提高资源配置效率
","Fourth, we must coordinate the relationship between optimum growth and live stock, and improve resource allocation efficiency."
"经过长期发展，我国需要同时加强资产管理和负债管理，统筹用好各类增量资源和存量资源，善于通过盘活存量来带动增量
","After a long-term development, China needs to strengthen asset management and debt management at the same time, and to unify all kinds of growth resources and stock resources, and to drive growth through live stock."
"要持续推动产业园区“腾笼换鸟”，用好置换存量隐性债务、盘活存量土地等政策，统筹做优增量和盘活存量、管好资产和调整负债，拓展新的发展空间
","To continue to promote the conversion of industrial parks, to replace hidden debts with policies such as stock, stock land, to consolidate the growth and stock, to manage assets and adjust liabilities, and to expand new development space."
"
",The first is
"  “向邻居泼脏水解决不了自身问题
",The problem is not solved by pouring dirty water into the neighborhood.
"”林剑说，“近期韩国外交部、韩中议员联盟均公开表示重视发展中韩关系，部分韩国媒体和有识之士对韩个别势力政治操弄恶化两国民意基础的现象表示担忧
","Dr. Zheng said that the recent Korean Ministry of Foreign Affairs and the Korean-Chinese Parliamentary Union have both publicly expressed their concern about the development of Korean relations, and that some Korean media and intellectuals have expressed concern about the political manipulation of individual Korean forces that has deteriorated the basis of both national ideals."
"”
",What is it?
"  “梦虽遥，追则能达；愿虽艰，持则可圆
","Though a dream be far off, it shall be pursued; though it be hard, it shall be pursued."
"”穿梭在国际罕见病日多个活动现场，那些医患间的信任与托付，让记者不断回味着张抒扬院长的话语
",The presence of the renowned doctors and the trust and support that they have given to the media has made the media constantly echo the words of the director Zhang Zhaoyang.
"
",The first is
"  林剑表示，中韩关系健康稳定发展符合两国共同利益
",Lin said the healthy and stable development of the Sino-Korean relationship is in the mutual interest of the two countries.
"中方再次敦促韩方有关人员停止捏造炒作涉华虚假叙事，停止对华抹黑攻击，停止对涉华议题的政治利用，避免干扰和影响两国关系
","China again urged the South Korean authorities to stop fabricating false narratives about China, stop blackmailing China, stop political exploitation of Chinese issues, and avoid interfering with and affecting relations between the two countries."
"
",The first is
"  相比液态电解液锂电池，固态锂电池可以提升电池能量密度和安全性，在低空经济等领域应用前景广阔
","Compared to liquid electrolytic liquid lithium batteries, solid-state lithium batteries can improve the energy density and safety of the battery, and have wide potential for applications in areas such as low-volume economics."
"技术人员说，团队已开发出样品，争取早日产业化
",Technicians said the team had developed samples to try to industrialize early.
"
",The first is
"  招商证券研报认为，白酒龙头主动控货，打破行业挤压惯性，弱需求下目标制定成为竞争胜负手，呼吁酒企降低增长目标注重实际销售
","The New York Times reports that the White Wine Group is actively controlling the goods, breaking the industry's squeeze inertial, setting targets to become competitive under weak demand, and calls on wineries to reduce growth targets by focusing on actual sales."
"
",The first is
"  聚焦“盘活” 以存量促进增量  今年以来，各地各部门不断深化对经济工作的规律性认识，统筹用好各类增量资源和存量资源，以存量促进增量、以增量带动存量，推动调整存量结构和优化增量资源相互协同，努力拓展发展空间
","Since this year, various sectors have been deepening their understanding of the regularity of economic work, unifying all kinds of growth resources and stock resources to promote growth, drive growth, promote the coordination of the adjustment of the stock structure and optimize the growth resources, and work to expand the space for development."
"
",The first is
