zho,eng,jaccard
"
",The first is,0.25
"  “生态城将在智能网联汽车政策创新、云控平台建设等方面持续发力，培育引入一批具有较强竞争力绿色低碳企业，推动新能源和智能网联汽车产业在生态城聚集发展
","The city will continue to drive innovation in smart grid connected automotive policy, build cloud-controlled platforms, foster the introduction of a stronger competitive green low-carbon enterprise, and drive the development of the new energy and smart grid connected automotive industry in the city.",0.09090909090909091
"”樊子渊表示
",The monkey's mother said:,0.4
"（记者 陈 曦）    此外，生态城管委会还与国汽（北京）智能网联汽车研究院共同在生态城打造智能网联汽车产业生态中心，通过搭建政、产、学、研交流平台，促进跨行业、跨区域深度合作，加快智能网联汽车技术迭代和产业化发展
","(Reporter Chen Zhen) In addition, the Ecological City Management Committee has also worked with the Beijing Institute of Smart Networked Automobiles to create an industrial ecological center for smart networked automobiles in Ecological City, promoting deep cross-sectoral and cross-regional cooperation through the establishment of a platform for political, production, education, research and exchange, accelerating the technological evolution and industrialization of smart networked automobiles.",0.6666666666666666
"
",The first is,0.25
"  中央驻港机构、香港特区政府、驻港中资机构及香港各界代表参加了当天的开通仪式
","Representatives from the Central Bank of Hong Kong, the Hong Kong Special Administrative Region, the Central Bank of Hong Kong and Hong Kong participated in the opening ceremony.",0.1111111111111111
"
",The first is,0.25
"  林剑表示，中韩关系健康稳定发展符合两国共同利益
",Lin said the healthy and stable development of the Sino-Korean relationship is in the mutual interest of the two countries.,0.1
"中方再次敦促韩方有关人员停止捏造炒作涉华虚假叙事，停止对华抹黑攻击，停止对涉华议题的政治利用，避免干扰和影响两国关系
","China again urged the South Korean authorities to stop fabricating false narratives about China, stop blackmailing China, stop political exploitation of Chinese issues, and avoid interfering with and affecting relations between the two countries.",0.8181818181818182
"  “向邻居泼脏水解决不了自身问题
",The problem is not solved by pouring dirty water into the neighborhood.,0.16666666666666666
"”林剑说，“近期韩国外交部、韩中议员联盟均公开表示重视发展中韩关系，部分韩国媒体和有识之士对韩个别势力政治操弄恶化两国民意基础的现象表示担忧
","Dr. Zheng said that the recent Korean Ministry of Foreign Affairs and the Korean-Chinese Parliamentary Union have both publicly expressed their concern about the development of Korean relations, and that some Korean media and intellectuals have expressed concern about the political manipulation of individual Korean forces that has deteriorated the basis of both national ideals.",0.7
"”  林剑说，去年底紧急戒严事态发生之初，韩方就曾发表类似言论，中方已表明严正立场
","Zheng Lin-shan said that the South Korean side had made similar statements at the beginning of the state of emergency at the end of last year, and that China had shown a strong position.",0.6153846153846154
"中方一贯奉行不干涉别国内政原则，相信韩国人民有智慧有能力处理好国内问题
",China has always followed the principle of non-interference in domestic politics and believes that the people of South Korea have the wisdom and ability to handle domestic problems.,0.7272727272727273
"中方对韩方个别势力和人员出于政治私利，持续恶意关联炒作涉华问题表示强烈不满和坚决反对
",China has expressed strong dissatisfaction and strong opposition to the South Korean individual forces and personnel for political gain and continued malicious links to China's involvement in the issue.,0.75
"
",The first is,0.25
"  一粒种子，从最初的培育筛选，到育成秧苗种进地里，再到串联起产业链条的其他主体，都体现在了这位“新农人”身上
","The seeds, from the initial cultivation of the seeds, to the cultivation of the seedlings in the seedlings, and to the other actors in the chain of industry, were reflected in this new farmer's seed.",0.1111111111111111
"段誉希望，这个春天能够孕育出一场令人期待的丰收
",The first is that the spring is expected to produce a very high yield.,0.6
"
",The first is,0.25
"  在中国酒业协会看来，在行业调整期，酒企须高度重视产品结构的优化
","The Chinese Wine Association believes that in the period of industry adjustment, wine companies should pay great attention to product structure optimization.",0.09090909090909091
"首先，酒企需要根据市场需求调整产品线，增加高性价比产品的比重；其次，酒企须随时关注消费升级趋势，推出更多符合中高端消费者需求的产品；最后，酒企还应通过技术创新，提升产品的品质和特色
","First, wine companies need to adjust their product lines to meet market demands, increasing the proportion of high-quality products to prices; second, wine companies need to keep an eye on consumer upgrading trends and launch more products that meet the needs of mid- and high-end consumers; and lastly, wine companies should also improve the quality and characteristics of their products through technological innovation.",0.6666666666666666
"  招商证券研报认为，白酒龙头主动控货，打破行业挤压惯性，弱需求下目标制定成为竞争胜负手，呼吁酒企降低增长目标注重实际销售
","The New York Times reports that the White Wine Group is actively controlling the goods, breaking the industry's squeeze inertial, setting targets to become competitive under weak demand, and calls on wineries to reduce growth targets by focusing on actual sales.",0.07142857142857142
"
",The first is,0.25
"在深化改革创新的推动下，东风汽车不断激发发展活力，提高组织运营效率
","With the push for deepening reform and innovation, East Wind Cars continues to stimulate the dynamism of development and improve the efficiency of organizational operations.",0.7777777777777778
"公司通过加强自主研发、优化产品结构、拓展海外市场等方式，不断提升自身的竞争力和市场地位
","The company has been continuously improving its competitiveness and market position by strengthening its autonomous R&D, optimizing its product structure, expanding its overseas markets, and more.",0.6666666666666666
"同时，东风汽车还注重人才培养和团队建设，打造了一支高素质、专业化的队伍
","At the same time, East Wind also focuses on talent development and team building, creating a high-quality, professional team.",0.875
"这支队伍以创新的思维和严谨的态度，通过自身努力，持续推动东风汽车的发展壮大
","The team, with its innovative thinking and rigorous approach, continues to drive the development of East Wind through its own efforts.",0.7777777777777778
"（文/刘牧平）除了以上四个方面的“跃”系列行动外，东风汽车还注重深化内部管理改革和创新
","In addition to the four-part Jump-Up series of actions, East Wind also focuses on deepening internal management reform and innovation.",0.7777777777777778
"公司通过优化组织架构、完善治理体系、加强人才培养和团队建设等方式，提高组织运营效率和管理水平
","The company improves its operational efficiency and management by optimizing its organizational structure, improving governance, strengthening talent and team building.",0.7
"同时，东风汽车还注重企业文化建设和价值观引领，营造积极向上的企业氛围和文化环境
","At the same time, East Wind Automobile also focuses on building corporate culture and values to lead, creating a positive corporate atmosphere and cultural environment.",1.0
"在零部件领域，东风汽车实施了“跃创工程”
","In the area of parts, East Wind Car has implemented a leapfrog engineering project.",0.7142857142857143
"公司通过加强零部件的研发和生产投入、优化供应链管理等方式，提高零部件的质量和性能
","The company has improved the quality and performance of its parts by strengthening its R&D and production inputs, optimizing supply chain management and other ways.",0.7777777777777778
"同时，东风汽车还注重零部件的国际化发展，推动零部件在全球市场的销售和服务
","At the same time, East Wind also focuses on the international development of parts, promoting the sale and service of parts in global markets.",0.7
"在商用车领域，东风汽车实施了“跃升工程”
","In the commercial vehicle sector, East Wind Cars has implemented a leap-and-leap engineering pipeline.",0.8571428571428571
"公司通过优化产品结构、提升产品质量和服务水平等方式，增强商用车市场的竞争力
","The company is increasing its competitiveness in the commercial vehicle market by optimizing product structure, improving product quality and service equality.",0.7777777777777778
"在自主研发方面，东风汽车实施了“跃动工程”
","In terms of autonomous development, East Wind Car has implemented a jumping engineered boom.",0.75
"公司通过加强自主研发团队建设、加大研发投入等方式，提升自主研发能力和水平
","The company is improving its R&D capabilities and levels by building more autonomous R&D teams, increasing R&D inputs, and more.",0.75
"同时，东风汽车还注重技术创新和成果转化，将研发成果转化为实际生产力，推动公司的快速发展
","At the same time, East Wind Automotive is also focusing on technological innovation and transformation of results, transforming R&D results into actual productivity, and driving the company's rapid development.",1.0
"在新能源领域，东风汽车实施了“跃迁行动”
","In the field of new energy, East Wind Car has implemented a jump-start action plan.",0.75
"公司通过加大新能源汽车的研发和生产投入，推动新能源汽车产业的快速发展
",The company is promoting the rapid development of the new energy vehicle industry by increasing its R&D and production investment in new energy vehicles.,0.6666666666666666
"不断引进和吸收先进技术和管理经验，提升新能源汽车的技术水平和市场竞争力
",The company is continuously introducing and absorbing advanced technology and management experience to improve the technical level and market competitiveness of new energy vehicles.,0.5555555555555556
"深化改革创新是东风汽车发展的动力源泉
",Deep reform and innovation are the driving force behind the development of East Wind vehicles.,0.5
"在激烈的市场竞争中，东风汽车深知只有不断改革和创新，才能保持企业的竞争力和活力
","In the face of fierce market competition, East Wind Motor knows that only constant reform and innovation can keep the company competitive and dynamic.",0.7
"因此，公司实施了一系列深化改革创新的举措，激发了发展活力，提高了组织运营效率
","As a result, the company has implemented a series of initiatives to deepen reform and innovation, stimulating growth and improving operational efficiency.",0.75
"深化改革创新，激发发展活力随着全球化的深入发展，东风汽车也积极拓展海外市场，提升全球影响力
",The company is also actively expanding its overseas market and increasing its global influence.,0.4
"公司通过与多家全球头部企业的合作和交流，不断引进和吸收先进技术和管理经验，提升自身的国际竞争力
","The company has been increasing its international competitiveness through its collaboration and exchanges with several of the world's leading companies, continuously introducing and absorbing advanced technology and management experience.",0.6363636363636364
"同时，东风汽车还加强海外市场的布局和拓展，推动产品在全球市场的销售和服务
","At the same time, East Wind Motor also strengthens its overseas market layout and expansion, driving sales and service of its products in global markets.",0.7
"目前，东风汽车的产品已经覆盖全球多个国家和地区，赢得了广泛的市场认可和用户好评
","Currently, East Wind's products have been sold in many countries and regions around the world, gaining wide market recognition and user appreciation.",0.6666666666666666
"
",The first is,0.25
"　　境克彦对傅华的到访表示欢迎
","The Chinese government has also welcomed the visit of the Chinese leader, Xi Jinping.",0.125
"他表示，两社签订的新合作文件为双方友好关系打开新篇章，期待未来与新华社加强互学互鉴，共同建立长期稳定的合作关系
","He said the new cooperation document signed by the two companies opens a new chapter in the friendship between the two companies, and looks forward to strengthening mutual learning and mutual recognition with Xinhua in the future and building a long-term stable cooperation.",0.7857142857142857
"　　傅华指出，媒体是各国政治交往、经济合作、文化交流的重要桥梁
","The media is an important bridge between political interactions, economic cooperation and cultural exchanges.",0.1111111111111111
"多年来，中日两国媒体记者用心用情记录了大量反映两国人民友好交往的感人故事和历史瞬间
","Over the years, Chinese-Japanese media journalists have carefully and affectionately recorded a large number of touching stories and historical moments that reflect the friendly interaction between the people of the two countries.",0.5
"时事社是新华社的重要合作伙伴，双方合作取得了丰硕成果
","The Times is an important partner of Xinhua, and the two sides have achieved great results.",0.6666666666666666
"在新技术带来媒体行业变革的当下，新华社愿与时事社加强技术交流、不断拓展在经济信息等领域的合作，在世界媒体峰会框架下积极开展协调配合，共同致力于建立互惠务实的交流合作关系
","In a time when new technologies are changing the media industry, the Chinese Association is committed to strengthening technical exchanges with news agencies, continuing to expand cooperation in areas such as economic information, and actively coordinating cooperation within the framework of the World Media Summit, working together to establish mutually beneficial and practical exchange partnerships.",0.5
"
",The first is,0.25
"  中国地质科学院地质研究所离子探针中心名誉主任刘敦一说，关于月球起源，有一种假说称，月球是早期地球受到行星尺度撞击后分离的碎块凝聚形成，没有经历过板块运动、风化等改造，能记录自其形成以来的完整演化历史
","Dr. Dong, director emeritus of the Center for Ion Tonsil at the Institute of Geological Sciences of the Chinese Academy of Geosciences, said that about the moon's origin, there is a hypothesis that the moon was formed by the clumping of fragments of the early Earth that were separated by planetary impact, without having undergone any transformation such as plate movement, winds, and can record the complete evolutionary history since its formation.",0.07692307692307693
"相关研究可以为月球、地球甚至太阳系的早期演化的研究提供线索，为世界带来更多新知
","The research that has been done on this topic can provide clues to the early evolution of the moon, the earth, and even the solar system, and bring more new insights to the world.",0.8181818181818182
"  下一步，研究团队还将开展月球与太阳系早期撞击事件和月球深部物质等方面的研究
",The team will also be conducting research on the Moon and early solar system impacts and deep lunar matter.,0.1111111111111111
"
",The first is,0.25
"  中央驻港机构、香港特区政府、驻港中资机构及香港各界代表参加了当天的开通仪式
","Representatives from the Central Bank of Hong Kong, the Hong Kong Special Administrative Region, the Central Bank of Hong Kong and Hong Kong participated in the opening ceremony.",0.1111111111111111
"  同日，“国社之镜·世纪光影”新华社新闻摄影展在香港举行
","On the same day, the Xiaoyuan Media Company's Mirror, Century Shadow and Xiaoyuan Media Company News Photography exhibition was held in Hong Kong.",0.2
"这些新华社摄影精品生动展现了新中国成立以来的历史变迁和伟大成就
",These photos from the Xinhua Agency showcase the historical changes and great achievements that have taken place since the founding of the new China.,0.42857142857142855
"开通仪式后，嘉宾们共同参观了摄影展
","After the opening ceremony, guests visited the photography exhibition together.",0.8
"  新华社客户端是海内外受众了解中国故事的“掌上门户”
",The Chinese news agency's client is a door-to-door audience that understands the Chinese story.,0.125
"此次上线开通的新华社客户端亚太频道，设有焦点、港澳、镜观、访谈等栏目，向广大受众提供高质量新闻信息服务，深入阐释中国理念、中国主张、中国方案，向受众展示真实、立体、全面的中国
","The Chinese-language Asia-Pacific channel, which is a Chinese-language client channel, with focus, Hong Kong, mirror images, interviews, and more, offers high-quality news information services to a wide audience, provides in-depth explanations of Chinese ideas, Chinese claims, and Chinese programs, and shows the audience the real, trivial, and holistic China.",0.7
"
",The first is,0.25
"  王彩云说，希望能通过自己的建议，推动实现乳品深加工技术的创新突破和产业化应用实践，助力乳业高质量发展
","Wang Wang said he hopes to promote the breakthroughs in the development of dairy deep processing technologies and industrial application practices through his suggestions, which will help the dairy sector develop in a high quality way.",0.058823529411764705
"  为了更好地履职，在过去一年，王彩云走出实验室，走到企业高校、车间库房，全面调研奶业发展情况，她还经常深入消费一线，认真倾听消费者的声音
","In order to do better, Wang Wanglong-nu has been out of the lab for the past year, going to business universities, workshops and libraries, doing a thorough study of the development of the dairy industry, and she often goes deep into the consumer frontline, listening to the voice of consumers.",0.08333333333333333
"  王彩云（右一）与团队讨论加工工艺
",Wang Wang Yun (right) discussed the processing process with the team.,0.16666666666666666
"新华社记者 达日罕 摄
",The news was reported by the news reporter Dag Ham.,0.6
"在深化改革创新的推动下，东风汽车不断激发发展活力，提高组织运营效率
","With the push for deepening reform and innovation, East Wind Cars continues to stimulate the dynamism of development and improve the efficiency of organizational operations.",0.7777777777777778
"公司通过加强自主研发、优化产品结构、拓展海外市场等方式，不断提升自身的竞争力和市场地位
","The company has been continuously improving its competitiveness and market position by strengthening its autonomous R&D, optimizing its product structure, expanding its overseas markets, and more.",0.6666666666666666
"同时，东风汽车还注重人才培养和团队建设，打造了一支高素质、专业化的队伍
","At the same time, East Wind also focuses on talent development and team building, creating a high-quality, professional team.",0.875
"这支队伍以创新的思维和严谨的态度，通过自身努力，持续推动东风汽车的发展壮大
","The team, with its innovative thinking and rigorous approach, continues to drive the development of East Wind through its own efforts.",0.7777777777777778
"（文/刘牧平）除了以上四个方面的“跃”系列行动外，东风汽车还注重深化内部管理改革和创新
","In addition to the four-part Jump-Up series of actions, East Wind also focuses on deepening internal management reform and innovation.",0.7777777777777778
"公司通过优化组织架构、完善治理体系、加强人才培养和团队建设等方式，提高组织运营效率和管理水平
","The company improves its operational efficiency and management by optimizing its organizational structure, improving governance, strengthening talent and team building.",0.7
"同时，东风汽车还注重企业文化建设和价值观引领，营造积极向上的企业氛围和文化环境
","At the same time, East Wind Automobile also focuses on building corporate culture and values to lead, creating a positive corporate atmosphere and cultural environment.",1.0
"在零部件领域，东风汽车实施了“跃创工程”
","In the area of parts, East Wind Car has implemented a leapfrog engineering project.",0.7142857142857143
"公司通过加强零部件的研发和生产投入、优化供应链管理等方式，提高零部件的质量和性能
","The company has improved the quality and performance of its parts by strengthening its R&D and production inputs, optimizing supply chain management and other ways.",0.7777777777777778
"同时，东风汽车还注重零部件的国际化发展，推动零部件在全球市场的销售和服务
","At the same time, East Wind also focuses on the international development of parts, promoting the sale and service of parts in global markets.",0.7
"在商用车领域，东风汽车实施了“跃升工程”
","In the commercial vehicle sector, East Wind Cars has implemented a leap-and-leap engineering pipeline.",0.8571428571428571
"公司通过优化产品结构、提升产品质量和服务水平等方式，增强商用车市场的竞争力
","The company is increasing its competitiveness in the commercial vehicle market by optimizing product structure, improving product quality and service equality.",0.7777777777777778
"在自主研发方面，东风汽车实施了“跃动工程”
","In terms of autonomous development, East Wind Car has implemented a jumping engineered boom.",0.75
"公司通过加强自主研发团队建设、加大研发投入等方式，提升自主研发能力和水平
","The company is improving its R&D capabilities and levels by building more autonomous R&D teams, increasing R&D inputs, and more.",0.75
"同时，东风汽车还注重技术创新和成果转化，将研发成果转化为实际生产力，推动公司的快速发展
","At the same time, East Wind Automotive is also focusing on technological innovation and transformation of results, transforming R&D results into actual productivity, and driving the company's rapid development.",1.0
"在新能源领域，东风汽车实施了“跃迁行动”
","In the field of new energy, East Wind Car has implemented a jump-start action plan.",0.75
"公司通过加大新能源汽车的研发和生产投入，推动新能源汽车产业的快速发展
",The company is promoting the rapid development of the new energy vehicle industry by increasing its R&D and production investment in new energy vehicles.,0.6666666666666666
"不断引进和吸收先进技术和管理经验，提升新能源汽车的技术水平和市场竞争力
",The company is continuously introducing and absorbing advanced technology and management experience to improve the technical level and market competitiveness of new energy vehicles.,0.5555555555555556
"深化改革创新是东风汽车发展的动力源泉
",Deep reform and innovation are the driving force behind the development of East Wind vehicles.,0.5
"在激烈的市场竞争中，东风汽车深知只有不断改革和创新，才能保持企业的竞争力和活力
","In the face of fierce market competition, East Wind Motor knows that only constant reform and innovation can keep the company competitive and dynamic.",0.7
"因此，公司实施了一系列深化改革创新的举措，激发了发展活力，提高了组织运营效率
","As a result, the company has implemented a series of initiatives to deepen reform and innovation, stimulating growth and improving operational efficiency.",0.75
"深化改革创新，激发发展活力随着全球化的深入发展，东风汽车也积极拓展海外市场，提升全球影响力
",The company is also actively expanding its overseas market and increasing its global influence.,0.4
"公司通过与多家全球头部企业的合作和交流，不断引进和吸收先进技术和管理经验，提升自身的国际竞争力
","The company has been increasing its international competitiveness through its collaboration and exchanges with several of the world's leading companies, continuously introducing and absorbing advanced technology and management experience.",0.6363636363636364
"同时，东风汽车还加强海外市场的布局和拓展，推动产品在全球市场的销售和服务
","At the same time, East Wind Motor also strengthens its overseas market layout and expansion, driving sales and service of its products in global markets.",0.7
"目前，东风汽车的产品已经覆盖全球多个国家和地区，赢得了广泛的市场认可和用户好评
","Currently, East Wind's products have been sold in many countries and regions around the world, gaining wide market recognition and user appreciation.",0.6666666666666666
"在品牌建设过程中，东风汽车还注重提升产品质量和服务水平
","In the process of building the brand, East Wind also focuses on improving the quality of products and service levels.",0.6
"公司通过引进先进的管理理念和技术手段，不断优化生产流程和质量管理体系，确保产品质量的稳定性和可靠性
",The company continuously optimizes production processes and quality management systems to ensure the stability and reliability of product quality by introducing advanced management concepts and techniques.,0.75
"同时，东风汽车还加强售后服务体系建设，为用户提供更加便捷、高效的服务体验
","At the same time, East Wind also strengthened the after-sales service system to provide users with a more convenient and efficient service experience.",0.875
"这些举措的实施，不仅提升了用户对东风品牌的满意度和忠诚度，也为东风汽车在全球市场的竞争提供了有力保障
","The implementation of these initiatives has not only increased the satisfaction and loyalty of the users to the East Wind brand, but also provided strong guarantees for the competitiveness of East Wind in the global market.",0.7
"为了提升品牌知名度，东风汽车举办了一系列重大活动
","In order to increase the brand's reputation, East Wind Motor has organized a series of major events.",0.6666666666666666
"如新车下线庆典、科技创新周等，这些活动不仅展示了东风汽车的实力和技术成果，也增强了用户对东风品牌的认知和信任
","New car launches, technology innovation week and more, not only showcase the power and technological achievements of the East Wind, but also increase the awareness and trust of the East Wind brand.",0.6363636363636364
"同时，东风汽车还积极登上主流媒体舞台，通过广告宣传、公益活动等方式，扩大品牌影响力，让更多人了解并认可东风品牌
","At the same time, East Wind Cars is also actively taking the mainstream media stage, expanding its brand influence through advertising, public interest activities, and more people to understand and recognize East Wind.",0.8181818181818182
"品牌建设是东风汽车发展的重要支撑
",Brand building is an important support for the development of East Wind cars.,0.6
"在激烈的市场竞争中，东风汽车深知品牌建设的重要性，因此制定了明确的品牌发展规划，致力于成为为用户提供优质汽车产品和服务的卓越科技企业
","In the face of fierce market competition, East Wind Automotive is well aware of the importance of brand building and has developed a clear brand development plan to become a leading technology company that provides quality automotive products and services to its customers.",0.6666666666666666
"
",The first is,0.25
"  多位受访专家表示，动力电池回收利用面临的问题需要多方面共同努力，应通过政策引导、技术创新、构建完善的回收体系、强化企业责任与宣传教育等措施的实施，逐步推动我国动力电池回收行业健康发展
","Several experts interviewed said that the problem of recycling of power cells requires a multi-faceted effort, and that measures such as policy guidance, technological innovation, the construction of a perfect recycling system, strengthening corporate responsibility and public education should be implemented to promote the healthy development of the power cell recycling industry in China.",0.06666666666666667
"（记者 杨秀峰 王跃跃）  刘丽丽建议，应加快制定相关标准体系，完善现有管理制度；提高技术和管理水平，提升我国在国际动力电池回收利用产业中的地位；加快建立科学有效的回收利用体系，从源头确保动力电池得以规范回收
","(Journalist, Liu Xiaofeng Wang Yi) Zhejiang suggested that the development of relevant standards systems should be accelerated, the existing management system improved; the improvement of technical and management levels, the upliftment of China's position in the international recycling industry; the establishment of a scientifically effective recycling system to ensure that recycling can be regulated from the source.",0.16666666666666666
"  “从中长期来看，我国锂、钴、镍等电池材料对外依存度高，大力发展动力电池回收利用产业对我国资源战略安全和发展循环经济具有重要意义
","In the medium to long term, China's lithium, lithium, lithium and other battery materials are highly dependent on each other, and the development of the power battery recycling industry is important for the strategic security of our resources and the development of the circular economy.",0.08333333333333333
"”杨林表示，相关部门应在适当时机出台相关政策，推动退役动力电池梯次利用，加大梯次利用技术攻关
",Dr. Jung said that relevant departments should introduce relevant policies at the appropriate time to promote the use of decommissioned power batteries and increase the use of technology.,0.8181818181818182
"
",The first is,0.25
"　　所以，欧洲应该及早觉醒，切切实实把“战略自主”落到实处，抱着别人大腿过日子只会永远坐“小孩桌”
","So Europe should wake up early and really put its own strategy into practice, and spend the rest of their days in the arms of others, sitting at the table with their children.",0.125
"　　《费加罗报》警告，欧洲领导人现在必须面对跨大西洋联盟彻底逆转的前景，华盛顿可能会以牺牲欧洲安全为代价与莫斯科结盟
","The Pentagon warned that European leaders now had to face the prospect of a complete reversal of the Transatlantic Alliance, and that Washington could ally itself with Moscow at the expense of European security.",0.07142857142857142
"当“战略自主”仍停留在香槟杯里的祝酒词时，那道从“小孩桌”到“主桌”的鸿沟，恐怕比大西洋还要宽
","While the strategic autonomy of the tea still lingers in the congratulatory wine in the champagne cup, the passage from the tea-child table to the tea-house table is a gorge, perhaps wider than the Atlantic.",0.9
"
",The first is,0.25
"  会议还研究了其他事项
",The meeting also discussed other issues.,0.2
"  会议强调，今年是“十四五”规划收官之年，做好政府工作，要在以习近平同志为核心的党中央坚强领导下，以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大和二十届二中、三中全会精神，按照中央经济工作会议部署，坚持稳中求进工作总基调，完整准确全面贯彻新发展理念，加快构建新发展格局，扎实推动高质量发展，进一步全面深化改革，扩大高水平对外开放，建设现代化产业体系，更好统筹发展和安全，实施更加积极有为的宏观政策，扩大国内需求，推动科技创新和产业创新融合发展，稳住楼市股市，防范化解重点领域风险和外部冲击，稳定预期、激发活力，推动经济持续回升向好，不断提高人民生活水平，保持社会和谐稳定，高质量完成“十四五”规划目标任务，为实现“十五五”良好开局打牢基础
","The meeting emphasized that this is the year of the 14th and 15th Planning and Administration, and that the government should work hard under the strong leadership of the Party Central, with comrade Xi Jinping at the heart, to guide the Chinese characteristic socialist ideas of Xi Jinping's new era, to fully implement the spirit of the Party's 20th and 20th Second and Third Central Conferences, to fully implement the general framework of the Central Economic Working Conference, to stick to the principles of stability and progress, to fully and accurately implement the new development ideas, to accelerate the construction of new development patterns, to consolidate high-quality development, further deepen the reforms, to expand the high level of open access to the outside world, to build a modern industrial system, better unified and secure development, to implement the macro-economic mission policy, to expand the needs of the people, to promote innovation and industrial integration, to stabilize the building, to dismantle the quality of life and the objectives of the five main areas of the economy, to strengthen the five key areas of the economy, to strengthen the five key areas of the economy, to maintain the five key areas of the economy, to strengthen the five key areas of the economy, to strengthen the five key areas of the economy, to strengthen the promotion of the economy, to strengthen the promotion of the economy, and to strengthen the promotion of the development of the economy, and to maintain the development of the five key areas of the economy.",0.038461538461538464
"  会议指出，过去一年，以习近平同志为核心的党中央统揽全局、沉着应变，团结带领全党全国各族人民顺利完成经济社会发展主要目标任务
","The meeting noted that over the past year, the party's central leadership, with comrade Xi Jinping at its core, has been undergoing a full-scale, intense and united effort to lead ethnic groups across the country to successfully complete the main objectives of economic and social development.",0.07142857142857142
"我国经济运行总体平稳、稳中有进，高质量发展扎实推进，社会大局保持稳定，中国式现代化迈出新的坚实步伐
","The overall economic operation of China is stable, stable, high-quality development is strongly promoted, the social fabric is stable, and Chinese modernization is taking a new and strong pace.",0.9
"
",The first is,0.25
"  “如果这一区域曾存在海洋，那么，现在可能有大量水分以地下冰的形式被封存，为未来火星基地的水资源利用提供了可能
","If the area had been oceanic, there could now be a large amount of water contained in the form of ground ice, which could be used for future Mars bases.",0.06666666666666667
"”方广有说
",The Chinese government has been widely quoted as saying:,0.6666666666666666
"（记者张泉）  “这种大规模的多层倾斜沉积结构只有在持久稳定的大型水体环境中才能形成，而不仅仅是局部、短暂的融水现象
","(Reporter Zhang Quo) This large-scale multi-layer sloping sedimentation structure can only be formed in a stable large-scale aquatic environment, not just a local, short-lived meltwater phenomenon.",0.6666666666666666
"”方广有说，研究结果还显示，火星曾长期温暖湿润，中低纬度区域可能曾长期维持适宜液态水存在的温度和气压条件，这表明火星曾经可能是宜居的
","The researchers also suggest that Mars has been warm and humid for a long time, and that low- and medium-density regions may have maintained temperatures and air pressures that are suitable for liquid water, suggesting that Mars may have been habitable.",0.5
"  “祝融号”着陆点倾斜沉积结构形成过程示意图
",The following is a diagram of the formation process of the sloping sedimentation structure at the Melting Point.,0.1111111111111111
"（中国科学院空天信息创新研究院供图）
",The Chinese Academy of Sciences (CIS) is a non-profit organization that provides information and communication technology to the Chinese government.,0.4444444444444444
"  免去赵昌华的司法部副部长职务；免去朱咏雷的国家广播电视总局副局长职务；免去胡劲军的中央广播电视总台副台长职务；免去郝军辉的国家消防救援局政治委员职务
",The post of Deputy Minister of Justice in Guangzhou; the post of Deputy Director of the National Broadcasting Television Headquarters in Zhuzhou; the post of Deputy Director of the Central Broadcasting Television Headquarters in Huizhou; the post of Political Commissioner of the National Fire Rescue Office in Zhuzhou;,0.1
"  任命吴言军为司法部副部长；任命刘建国为国家广播电视总局副局长；任命张勇为国家疾病预防控制局副局长
",Appointment of Yuen-Jin as Deputy Minister of Justice; Appointment of Liu Jing-dong as Deputy Director of the National Broadcasting and Television Directorate; Appointment of Zhang Yong as Deputy Director of the National Agency for Disease Prevention and Control.,0.1
"
",The first is,0.25
"蒙曼说，正月十五是灯节，也是元宵节，是最热闹的
","Moonman said the 15th of January is the festival of lights and the night before Christmas, the hottest.",0.45454545454545453
"过去有夜禁制度，所以平常大家晚上是不上街的
","The government has banned the use of night locks, so people usually do not go out at night.",0.625
"差不多从正月十三开始上灯，大家也都出来，到街上走
","Almost from the 13th of January, the lights went on, and everyone went out and walked down the street.",0.5555555555555556
"过了正月十五，这个年就差不多过完了
","It's been 15 months, and this year is almost over.",0.8
"而在北方，它还有一个漫长的收尾，收尾收到二月二
","In the north, it has a long end, ending on February 2.",0.7142857142857143
"二月二龙抬头，吃龙须面，吃猪头，然后，整个年基本上就算过完了
","The dragon in February looked up, ate the dragon's face, ate the pig's head, and then, the whole year was basically over.",0.45454545454545453
"
",The first is,0.25
"  多位受访专家表示，动力电池回收利用面临的问题需要多方面共同努力，应通过政策引导、技术创新、构建完善的回收体系、强化企业责任与宣传教育等措施的实施，逐步推动我国动力电池回收行业健康发展
","Several experts interviewed said that the problem of recycling of power cells requires a multi-faceted effort, and that measures such as policy guidance, technological innovation, the construction of a perfect recycling system, strengthening corporate responsibility and public education should be implemented to promote the healthy development of the power cell recycling industry in China.",0.06666666666666667
"（记者 杨秀峰 王跃跃）
","(Reporter: Sheng-Shu Peong, King Jia-Yup)",0.5
"  此项标准的发布实施将引导养老机器人制造商精准聚焦老年人的生理心理特点及需求，进行养老机器人产品的设计开发，提升产品质量水平，进一步引领打造养老机器人产业新赛道
","The launch of this standard will guide aging robot manufacturers to focus on the physiological and psychological characteristics and needs of older people, to design and develop aging robot products, to improve product quality, and to further lead the way in the aging robot industry.",0.09090909090909091
"
",The first is,0.25
